"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary_for_other_currency","salary_for_tl_currency"
"Junior","Mobile Application Developer","Java, Kotlin","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Team / Tech Lead","Java, JavaScript | Html | Css, React, React Native","10 - 14 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"30.000 TL - 30.999 TL"
"Senior","Full Stack Developer",".Net, React","10 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Middle","Software Development Manager","Go","1 - 3 Yıl","Kadın","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Junior","IT Specialist","sql","0 - 1 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css, Angular, Sap","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası",,"29.000 TL - 29.999 TL"
"Senior","Back-end Developer","Abap","3 - 5 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Full Stack Developer","Java, .Net, Php, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Full Stack Developer","Java","7 - 10 Yıl","Erkek","Diğer","250+","Remote","Krakow","€ - Euro","2.000 - 2.999",
"Junior","Full Stack Developer","Php, JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","E-Ticaret","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Back-end Developer",".Net, Angular","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Full Stack Developer","Php","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
"Junior","Full Stack Developer",".Net","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Kadın","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Full Stack Developer","Java, .Net, Php, Go, JavaScript | Html | Css","15 Yıl ve üzeri","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Back-end Developer","Java, Python, C / C++, Unity","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Back-end Developer",".Net, Php, JavaScript | Html | Css","5 - 7 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Senior","Team / Tech Lead","JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Back-end Developer","Python","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Full Stack Developer","Java, .Net, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css, Angular","7 - 10 Yıl","Kadın","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Back-end Developer","Java, Go, Kotlin, Vue","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"36.000 TL - 36.999 TL"
"Junior","RPA Developer","Python, Automation Anywhere","0 - 1 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Kocaeli","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Software Architect","Go, Python","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","QA / Test Automation Developer","Java","1 - 3 Yıl","Kadın","E-Ticaret","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Blockchain Developer","Java, Go, React, Solidity","1 - 3 Yıl","Erkek","Kobi","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Back-end Developer","Java, Go","5 - 7 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"33.000 TL - 33.999 TL"
"Senior","Full Stack Developer","JavaScript | Html | Css, ABAP","10 - 14 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","Full Stack Developer",".Net, Angular","3 - 5 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Software Development Manager",".Net","10 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"33.000 TL - 33.999 TL"
"Senior","Embedded Software Developer","C / C++","5 - 7 Yıl","Erkek","Startup","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Ankara","$ - Dolar","2.000 - 2.999",
"Senior","Back-end Developer",".Net, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Junior","Back-end Developer","Java, Go, React Native","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Back-end Developer","Java, .Net, JavaScript | Html | Css, Angular","10 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Back-end Developer",".Net","10 - 14 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","kayseri","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Software Development Manager",".Net, Python","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Full Stack Developer","Python, JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular, Flutter","7 - 10 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Back-end Developer","Java, Go","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Senior","Full Stack Developer","Java, React, React Native","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Junior","Full Stack Developer",".Net, React","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Back-end Developer","Java, .Net","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Software Architect","Java, .Net, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Senior","Full Stack Developer","Java, .Net, Kotlin, Swift / Objective C, JavaScript | Html | Css, Flutter","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Software Architect",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Senior","Full Stack Developer",".Net, Vue, Angular","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","Game Developer","Unity","1 - 3 Yıl","Erkek","Oyun","25 - 50 Kişi","Remote","Yurt Dışı","$ - Dolar","10.000 ve üzeri",
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Ofis","Kırşehir","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Embedded Software Developer","C / C++","1 - 3 Yıl","Kadın","Kurumsal","250+","Ofis","Kocaeli","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Senior","Back-end Developer","sap abap","10 - 14 Yıl","Erkek","Outsource","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"40.000 TL - 40.999 TL"
"Senior","Back-end Developer","Java, Cobol","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Middle","Embedded Software Developer","C / C++","3 - 5 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","DevOps Engineer",".Net","5 - 7 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","Berlin","€ - Euro","4.000 - 4.999",
"Senior","Team / Tech Lead","Java, nodeJs","7 - 10 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"26.000 TL - 26.999 TL"
"Senior","Full Stack Developer","Java, .Net","5 - 7 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","Full Stack Developer",".Net","1 - 3 Yıl","Kadın","Outsource","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Team / Tech Lead",".Net, React","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"30.000 TL - 30.999 TL"
"Middle","Front-end Developer","React","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React, Angular","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Kopenhag ","€ - Euro","3.000 - 3.999",
"Junior","Back-end Developer","Java, Python","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","Full Stack Developer",".Net, React, React Native","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Full Stack Developer",".Net","7 - 10 Yıl","Kadın","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Game Developer","Unity","10 - 14 Yıl","Erkek","Startup","25 - 50 Kişi","Hibrit (Ofis + Remote)","Bursa","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Senior","Full Stack Developer",".Net, Angular","10 - 14 Yıl","Kadın","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Middle","Full Stack Developer","Java, .Net, JavaScript | Html | Css, React, Angular","3 - 5 Yıl","Kadın","Startup","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","QA / Test Automation Developer","Ruby","7 - 10 Yıl","Kadın","Dijital / Reklam Ajansı","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Junior","Back-end Developer","Java, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Junior","Full Stack Developer","Php, React","1 - 3 Yıl","Erkek","E-Ticaret","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Back-end Developer",".Net, Go","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Junior","Full Stack Developer","Java, Go, Python, JavaScript | Html | Css, React, Vue, Angular","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Denizli","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Full Stack Developer","Php, Go, JavaScript | Html | Css, React, Vue","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Bursa","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","CTO","Php","15 Yıl ve üzeri","Erkek","Kurumsal","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Senior","Full Stack Developer","JavaScript | Html | Css, React, Flutter","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Yurt Dışı","€ - Euro","4.000 - 4.999",
"Senior","Full Stack Developer","Ruby, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Yurt Dışı","$ - Dolar","8.000 - 8.999",
"Junior","Full Stack Developer","Php, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React, Node, ","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Vue","3 - 5 Yıl","Kadın","E-Ticaret","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Back-end Developer","Php","5 - 7 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Oyun","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Senior","Software Architect",".Net, Ruby, JavaScript | Html | Css, React, Vue, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"35.000 TL - 35.999 TL"
"Middle","Full Stack Developer",".Net, Python, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Junior","Embedded Software Developer","Java, .Net, Python, C / C++, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Full Stack Developer","Java, React","10 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"28.000 TL - 28.999 TL"
"Junior","Game Developer",".Net, Unity","1 - 3 Yıl","Erkek","Oyun","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Full Stack Developer","Php, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Back-end Developer",".Net","10 - 14 Yıl","Erkek","Dijital / Reklam Ajansı","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React, Angular","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","Yurt Dışı","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Team / Tech Lead",".Net, Angular, Flutter","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Mobile Application Developer","Swift / Objective C","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Back-end Developer","Python","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","E-Ticaret","25 - 50 Kişi","Remote","İzmir","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Back-end Developer","Java, .Net, Go, Kotlin, Vue","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"34.000 TL - 34.999 TL"
"Junior","Front-end Developer","Java, .Net, Php, JavaScript | Html | Css, React, Vue","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Ankara","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Back-end Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","İzmir","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Junior","QA / Test Automation Developer",".Net, React, Vue","1 - 3 Yıl","Kadın","Startup","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Business Analyst",".Net","3 - 5 Yıl","Kadın","E-Ticaret","50 - 100 Kişi","Hibrit (Ofis + Remote)","Kayseri ","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Junior","Full Stack Developer","Java, C / C++, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Software Architect","Java, Python, JavaScript | Html | Css, React, Flutter","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"32.000 TL - 32.999 TL"
"Senior","Data Scientist",".Net, dax","15 Yıl ve üzeri","Erkek","Startup","25 - 50 Kişi","Remote","texas","₺ - Türk Lirası",,"31.000 TL - 31.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React, Flutter, React Native","1 - 3 Yıl","Kadın","Diğer","250+","Ofis","Gaziantep ","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Team / Tech Lead","JavaScript | Html | Css, React, Vue","10 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
